Service_Name,Section Title,ToS_Detail,ToS_Summary
Google,Service provider,"Google LLC, based in the State of Delaware, USA, provides Google services and outlines the legal framework and operating laws applicable to the user",Identification of Google LLC as the service provider and the legal basis of its operation
Facebook,Commerce Policies,"These policies govern transactions and commerce conducted on Facebook, Instagram, and other Meta platforms. They include guidelines on what items can be sold, prohibited products, and the conduct of sales. The policies aim to ensure that commerce activities are conducted safely and transparently on Meta Products.","Details policies for conducting commerce on Meta platforms, including guidelines on allowed and prohibited items for sale"
Facebook,Music Guidelines,"Meta's Music Guidelines provide rules for posting and sharing content that contains music on Meta Products. These guidelines address copyright and licensing issues related to music content, ensuring that users respect intellectual property rights and comply with licensing agreements.","Explains the rules for sharing music content on Meta Products, focusing on copyright and licensing compliance"
Microsoft,Your Content,"Your Content. Many of our Services allow you to create, store or share Your Content or receive material from others. We don’t claim ownership of Your Content. Your Content remains yours and you are responsible for it. a. When you share Your Content with other people, you understand that they may be able to, on a worldwide basis, use, save, record, reproduce, broadcast, transmit, share and display Your Content for the purpose that you made Your Content available on the Services without compensating you. If you do not want others to have that ability, do not use the Services to share Your Content. You represent and warrant that for the duration of these Terms, you have (and will have) all the rights necessary for Your Content that is uploaded, stored, or shared on or through the Services and that the collection, use, and retention of Your Content will not violate any law or rights of others. Microsoft cannot be held responsible for Your Content or the material others upload, store or share using the Services. b. To the extent necessary to provide the Services to you and others, to protect you and the Services, and to improve Microsoft products and services, you grant to Microsoft a worldwide and royalty-free intellectual property license to use Your Content, for example, to make copies of, retain, transmit, reformat, display, and distribute via communication tools Your Content on the Services. If you publish Your Content in areas of the Service where it is available broadly online without restrictions, Your Content may appear in demonstrations or materials that promote the Service. Some of the Services are supported by advertising. Controls for how Microsoft personalizes advertising are available at https://choice.live.com (https://go.microsoft.com/fwlink/?LinkId=286759). We do not use what you say in email, chat, video calls or voice mail, or your documents, photos or other personal files, to target advertising to you. Our advertising policies are covered in detail in the Privacy Statement.","Microsoft's services allow users to create, store, and share content, which remains the users' property. Users are responsible for their content and grant Microsoft a license to use it for service provision, protection, and improvement. Sharing content means agreeing to its free use and distribution by others globally. Users must have the rights to their content, which shouldn't violate laws or others' rights. Microsoft specifies it doesn't use personal files or communications for ad targeting, with detailed advertising policies in their Privacy Statement."
Facebook,Other,"These Terms constitute the entire agreement between users and Meta Platforms, Inc. regarding the use of its Products, superseding any prior agreements. Supplemental terms may apply to certain services, and in case of conflict, supplemental terms will govern. These Terms do not confer any third-party beneficiary rights, and all rights not expressly granted are reserved by Meta.","Summarizes the comprehensiveness of these Terms as the full agreement between users and Meta, noting the precedence of supplemental terms and reservation of rights not explicitly granted."
Google,Content in Google services,"Google services allow users to publicly share their own content, like reviews or blog posts. Users must ensure they have the rights to any content they upload or share. Google retains intellectual property rights to its own services content but also hosts content belonging to others, which should not be used without permission",Outlines users' rights to share content through Google services and the intellectual property considerations involved.
TikTok,Accepting the Terms,"By accessing or using our Services, you confirm that you can form a binding contract with TikTok, that you accept these Terms and that you agree to comply with them. Your access to and use of our Services is also subject to our Privacy Policy and Community Guidelines, the terms of which can be found directly on the Platform, or where the Platform is made available for download, on your mobile device’s applicable app store, and are incorporated herein by reference. By using the Services, you consent to the terms of the Privacy Policy. If you are accessing or using the Services on behalf of a business or entity, then (a) “you” and “your” includes you and that business or entity, (b) you represent and warrant that you are an authorized representative of the business or entity with the authority to bind the entity to these Terms, and that you agree to these Terms on the entity’s behalf, and (c) your business or entity is legally and financially responsible for your access or use of the Services as well as for the access or use of your account by others affiliated with your entity, including any employees, agents or contractors. You can accept the Terms by accessing or using our Services. You understand and agree that we will treat your access or use of the Services as acceptance of the Terms from that point onwards. You should print off or save a local copy of the Terms for your records.","Engaging with TikTok's Services signifies acceptance of its Terms, binding individuals and any entities they represent to compliance. Users are encouraged to retain a copy of these Terms, which encompass TikTok's Privacy Policy and Community Guidelines."
Facebook,Self-Serve Ad Terms,"These terms apply to advertisers who use Meta's self-serve advertising platforms to create and manage their ad campaigns. The terms cover aspects such as ad placement, billing, data usage, and the responsibilities of advertisers in creating content that adheres to Meta's Advertising Policies","Covers the terms of use for Meta's self-serve advertising platform, detailing the responsibilities and requirements for advertisers."
YouTube,Who may use the Service?,"Age Requirements You must be at least 13 years old to use the Service; however, children of all ages may use the Service and YouTube Kids (where available) if enabled by a parent or legal guardian. Permission by Parent or Guardian If you are under 18, you represent that you have your parent or guardian’s permission to use the Service. Please have them read this Agreement with you. If you are a parent or legal guardian of a user under the age of 18, by allowing your child to use the Service, you are subject to the terms of this Agreement and responsible for your child’s activity on the Service. You can find tools and resources to help you manage your family’s experience on YouTube (including how to enable a child under the age of 13 to use the Service and YouTube Kids) in our Help Center and through Google’s Family Link. Businesses If you are using the Service on behalf of a company or organisation, you represent that you have authority to act on behalf of that entity, and that such entity accepts this Agreement.","YouTube sets a minimum age requirement of 13 years for general use, with provisions for younger users through parental consent and YouTube Kids. Parents or guardians are responsible for minors' use of the platform. Business users must have authorization to accept Terms on behalf of their organization."
TikTok,EXCLUSION OF WARRANTIES,"NOTHING IN THESE TERMS SHALL AFFECT ANY STATUTORY RIGHTS THAT YOU CANNOT CONTRACTUALLY AGREE TO ALTER OR WAIVE AND ARE LEGALLY ALWAYS ENTITLED TO AS A CONSUMER. THE SERVICES ARE PROVIDED “AS IS” AND WE MAKE NO WARRANTY OR REPRESENTATION TO YOU WITH RESPECT TO THEM. IN PARTICULAR WE DO NOT REPRESENT OR WARRANT TO YOU THAT: YOUR USE OF THE SERVICES WILL MEET YOUR REQUIREMENTS; YOUR USE OF THE SERVICES WILL BE UNINTERRUPTED, TIMELY, SECURE OR FREE FROM ERROR; ANY INFORMATION OBTAINED BY YOU AS A RESULT OF YOUR USE OF THE SERVICES WILL BE ACCURATE OR RELIABLE; AND DEFECTS IN THE OPERATION OR FUNCTIONALITY OF ANY SOFTWARE PROVIDED TO YOU AS PART OF THE SERVICES WILL BE CORRECTED. NO CONDITIONS, WARRANTIES OR OTHER TERMS (INCLUDING ANY IMPLIED TERMS AS TO SATISFACTORY QUALITY, FITNESS FOR PURPOSE OR CONFORMANCE WITH DESCRIPTION) APPLY TO THE SERVICES EXCEPT TO THE EXTENT THAT THEY ARE EXPRESSLY SET OUT IN THE TERMS. WE MAY CHANGE, SUSPEND, WITHDRAW OR RESTRICT THE AVAILABILITY OF ALL OR ANY PART OF OUR PLATFORM FOR BUSINESS AND OPERATIONAL REASONS AT ANY TIME WITHOUT NOTICE","Your statutory rights remain unaffected by these terms, but TikTok provides its services ""as is"" without warranties, guaranteeing that the services may not meet all your requirements or be error-free. The company also reserves the right to change or limit its services at any time without prior notice."
Microsoft,Using Third-Party Apps and Services,"Using Third-Party Apps and Services. The Services may allow you to access or acquire products, services, websites, links, content, material, games, skills, integrations, bots or applications from independent third parties (companies or people who aren’t Microsoft) (""Third-Party Apps and Services""). Many of our Services also help you find, make requests to, or interact with Third-Party Apps and Services or allow you to share Your Content or Data, and you understand that by using our Services you are directing them to make Third-Party Apps and Services available to you. The Third-Party Apps and Services may allow you to store Your Content or Data with the publisher, provider or operator of the Third-Party Apps and Services. The Third-Party Apps and Services may present you with a privacy policy or require you to accept their terms before you can install or use the Third-Party App or Service. See section 14.b for additional terms for applications acquired through certain Stores owned or operated by Microsoft or its affiliates (including, but not limited to, the Office Store, the Microsoft Store on Xbox and the Microsoft Store on Windows). You should review the third-party terms and privacy policies before acquiring, using, requesting, or linking your Microsoft Account to any Third-Party Apps and Services. Any third-party terms do not modify any of these Terms. You are responsible for your dealings with third parties. Microsoft does not license any intellectual property to you as part of any Third-Party Apps and Services and is not responsible or liable to you or others for information or services provided by any Third-Party Apps and Services.","Microsoft Services may include access to or integration with products, services, and applications provided by independent third parties, including apps, games, and more. Users are directed to review and accept any third-party terms and privacy policies before use, as these do not alter Microsoft's terms. While Microsoft facilitates access to these third-party offerings, it does not endorse or assume responsibility for them, including their content, functionality, or intellectual property, emphasizing the user's responsibility in their interactions with such third-party apps and services."
PNC,ARBITRATION PROVISION,"READ THIS ARBITRATION PROVISION CAREFULLY: IT WILL IMPACT HOW LEGAL CLAIMS YOU AND WE HAVE AGAINST EACH OTHER ARE RESOLVED. Under the terms of this Arbitration Provision, and except as set forth below, Claims (as defined below) will be resolved by individual (and not classwide) binding arbitration in accordance with the terms specified herein, if you or we elect it. YOUR RIGHT TO OPT OUT; EFFECT OF ARBITRATION. This Arbitration Provision will apply to you and us and to your Account as of the date your Account was opened (or, if you are an existing customer, as of the date of this Agreement), unless you opt out by providing proper and timely notice as set forth below. If a Claim is arbitrated, neither you nor we will have the right to: (1) have a court or a jury decide the Claim; (2) engage in information-gathering (discovery) to the same extent as in court; (3) participate in a class action, private attorney general, or other representative action in court or in arbitration; or (4) join or consolidate a Claim with those of any other person. This Arbitration Provision will survive the termination of this Agreement. See further details below. Definitions “We,” “Us” and “Our.” Solely as used in this Arbitration Provision, the terms “we,” “us” and “our” also refer to (1) our employees, agents, officers, directors, parents, controlling persons, subsidiaries, affiliates, predecessors, acquired entities, successors, and assigns; and (2) any failed bank to the extent of the assets acquired by us or our affiliates. “Account.” For purposes of this Arbitration Provision, “Account” refers to your personal deposit account or accounts with us and the features and services provided in connection with it or them. Personal deposit accounts include checking accounts, savings accounts, money market deposit accounts, and certificates of deposit.  Certificates of deposit and money market deposit accounts held in a retirement account are collectively an “Account.” “Account” also refers, collectively and separately, to the Spend, Reserve and Growth accounts in your Virtual Wallet, Virtual Wallet Student, Virtual Wallet with Performance Spend, Virtual Wallet with Performance Select, or Virtual Wallet Checking Pro. “Claim.” A “Claim” subject to arbitration is any demand, cause of action, complaint, claim, asserted right, or request for monetary or equitable relief, whether past, present, or future, and based upon any legal theory, including contract, tort, consumer protection law, fraud, statute, regulation, ordinance, or common law, which arises out of or relates to this Agreement, your Account or Accounts, the events leading up to your becoming an Account holder (for example, advertisements or promotions), any feature or service provided in connection with your Account or Accounts, or any transaction conducted with us related to any of your Accounts. Notwithstanding the foregoing, the term “Claim” excludes: (a) any dispute or controversy about the validity, enforceability, coverage, or scope of this Arbitration Provision or any part thereof, including the Class Action Waiver and Public Injunctive Relief Waiver below (a court will decide such disputes or controversies); and (b) any individual action brought by either party in small claims court or your state’s equivalent court, unless such action is transferred, removed, or appealed to a different court. After a Claim is filed with the arbitration administrator, but before an arbitrator is formally appointed to a Claim, a party may send a written notice to the opposing party and the administrator stating that the Claim is within the jurisdiction of small claims court (or an equivalent court) and requesting that that court decide the Claim. Upon receipt of that notice, the administrator will administratively close the case without requiring the payment of filing or any other administrative fees. Arbitration Procedures Electing Arbitration of Claims. Except if you opt out as provided below, you or we may elect to arbitrate any Claim. The election may be made by submitting a written Notice of Arbitration (“Notice”) in accordance with the terms herein. Or, if a lawsuit asserting a Claim is filed in court, the other party may elect arbitration in the lawsuit (for example, a motion by the defendant to compel arbitration). If you or we commence litigation of a Claim, neither you nor we waive our right to elect to arbitrate any counterclaim or other Claim that you or we may make. Notice Requirements. If you or we elect to arbitrate a Claim, the claimant must provide the other party with written Notice before commencing arbitration.  Notice to us shall be sent to PNC Bank, N.A., Legal Department, PNC Tower (18th Floor), 300 Fifth Avenue, Mailstop: PT-PTWR-18-1, Pittsburgh, PA 15222, Attn: Notice of Arbitration (the “Notice Address”). Our Notice to you shall be sent to the most recent address for you in our files. The Notice must be clearly marked “Notice of Arbitration” and contain the claimant’s name, telephone number, mailing address, e-mail address, the Account number of any Account at issue, a description of the nature and basis of the dispute, the relief sought by the claimant, and the page 15 of 31 RDAOPM11-0224claimant’s signature. To safeguard your Account, if you have retained counsel to submit the Notice, your Notice must include your signed statement authorizing us to share information about the Account and the Claim with your counsel. The noticing party must provide the other party 45 days from receipt of the Notice in order to provide the parties a meaningful opportunity to resolve the dispute in an informal, prompt, mutually beneficial manner.  During this period, any applicable statutes of limitations or contractual limitations periods will be tolled. The arbitration administrator may not accept or administer an arbitration nor assess fees until the expiration of the 45-day period.  Either party may seek court intervention regarding the initiation of arbitration or the assessment of fees in connection with such arbitration. Arbitration administrator and rules. The arbitration will be administered by the American Arbitration Association (""AAA"") under its rules for consumer arbitrations.  The AAA rules and forms may be obtained by contacting AAA at 1-800-788-7879 or visiting www.adr.org .  AAA will apply its rules and codes of procedures in effect at the time arbitration is elected including, if applicable, AAA’s Supplementary Rules for Multiple Case Filings. If AAA is unable or unwilling to administer the arbitration in accordance with this Arbitration Provision, the parties may agree on another administrator or, if there is no agreement, a court with jurisdiction may appoint one. The arbitrator may, as appropriate, hold hearings in person, by telephone or videoconference, or decide Claims based on papers submitted by the parties. Any in-person arbitration hearing will take place in a venue in the county where you reside unless you and we agree otherwise. Arbitration costs. The parties shall pay filing, administrative, and arbitrator fees in accordance with the administrator’s rules, unless applicable law requires a different allocation.  This means that you will be responsible for paying your share of the administrator’s filing fees unless you obtain a waiver of fees from the administrator.  However, if you send us a written signed request at our Notice Address requesting that we pay your share of the fees and stating that you tried but were unable to obtain a fee waiver after submitting the documentation required by the administrator, and if your request is made in good faith, we will pay or reimburse you for your share of the filing fees charged by the administrator What law the arbitrator will apply. The arbitrator will not be bound by judicial rules of procedure and evidence that would apply in a court, or by state or local laws that relate to arbitration proceedings. However, the arbitrator will apply the same statutes of limitation, evidentiary privileges, and applicable substantive law that a court would apply if the matter were pending in court. The arbitrator may consider rulings in arbitrations involving other customers, but an arbitrator’s ruling will not be binding in proceedings involving different customers. In addition, the arbitrator has the same power as a federal court to impose sanctions against any represented party or counsel for any violation of the standards of Federal Rule of Civil Procedure 11(b) or 28 U.S.C. § 1927. The arbitrator’s decision and award. At the timely request of either party, the arbitrator shall provide a brief written explanation of the grounds for the decision. The arbitrator may award any damages or other relief or remedies (including statutory awards of attorneys’ fees) available under applicable law, as limited in the Class Action Waiver and Public Injunctive Relief Waiver below, in an individual action brought in court. If the arbitrator finds that you or we have violated the standards of Federal Rule of Civil Procedure 11(b) or 28 U.S.C. § 1927, if permitted by applicable law, the arbitrator may reallocate compensation, expenses, and administrative fees (which include filing and hearing fees) as justice requires. Effect of arbitration Award; appeal. The arbitrator’s award shall be final and binding on all parties, except for any right of judicial review provided by the Federal Arbitration Act. Federal Arbitration Act This Agreement evidences a transaction in interstate commerce, and thus the Federal Arbitration Act governs the interpretation and enforcement of this Arbitration Provision. CLASS ACTION WAIVER If either you or we elect to arbitrate a Claim, neither you nor we will have the right: (a) to participate in a class action, private attorney general action or other representative action in court or in arbitration, either as a class representative or class member; or (b) to join or consolidate Claims with claims of any other persons (except for co-account owners). No arbitrator shall have authority to conduct any arbitration in violation of this provision or to issue any relief (including damages, restitution, or declaratory relief) that applies to any person or entity other than you and/or us individually. The parties acknowledge that this Class Action Waiver is material and essential to the arbitration of any Claims and is non-severable from this Arbitration Provision. If (after exhaustion of all appeals) a court finds that this Class Action Waiver is unenforceable, then any non-arbitrable aspects of the Claims will proceed in court after all other arbitrable aspects of the Claims are arbitrated. The parties acknowledge and agree that under no circumstances will a class action be arbitrated. page 16 of 31 RDAOPM11-0224PUBLIC INJUNCTIVE RELIEF WAIVER If either you or we elect to arbitrate a Claim, neither you nor we will have the right to seek a public injunction, if such a waiver is permitted by the FAA. If (after exhaustion of all appeals) a court decides that this Public Injunctive Relief Waiver is unenforceable, any request for a public injunction will be decided in court after all other Claims are arbitrated. In no event will an arbitrator be permitted to issue a public injunction. Conflicts; Severability; Survival In the event of a conflict between the provisions of this Arbitration Provision and the AAA rules, or any other terms of the Agreement, the provisions of this Arbitration Provision shall control.  If any part of this Arbitration Provision is deemed or found to be unenforceable for any reason, the remainder shall be enforceable, except as provided by the Class Action Waiver or Public Injunctive Relief Waiver. This Arbitration Provision shall survive (1) the closing of your Account and the termination of any relationship between us, including the termination of the Agreement, and (2) survive any bankruptcy to the extent consistent with applicable bankruptcy law. RIGHT TO OPT OUT You may opt out of arbitration by sending us a written notice (the “Opt Out Notice”). To be effective, an Opt Out Notice must (1) include the Account holder name, address, phone number, and Account number(s); (2) state that you are opting out of the Arbitration Provision in your Account Agreement for the listed Account numbers; (3) be sent to us at PNC Bank, Attn: Arbitration Opt Out, P.O. Box 535229, Pittsburgh, PA 15253-5229; (4) be signed personally by all account owners; and (5) be postmarked within forty-five (45) days after either (i) the date we first delivered or otherwise provided you with an arbitration provision, in paper or electronic form, or (ii) the day you open your Account, whichever is later. Your decision to opt out will not affect any other term in this Account Agreement. If the Arbitration Provision of your Account Agreement has already been delivered or otherwise made available to you, amendments to your Account Agreement will not give you a new right to opt out of this Arbitration Provision, unless we amend a substantive clause of the Arbitration Provision.","This detailed arbitration provision explains that any disputes or claims (""Claims"") arising out of or relating to the account agreement, the account, or any related transactions may be resolved by binding arbitration, rather than in court, if either party elects to do so. The terms include a comprehensive definition of ""Claim"" and detailed procedures for initiating arbitration, including notice requirements and the selection of the arbitration administrator, which is the American Arbitration Association (AAA). The provision sets forth the costs associated with arbitration, the law applicable to the arbitration process, and how the arbitrator's decision and award will be handled. It also includes a Class Action Waiver, which prohibits participants from engaging in class actions, private attorney general actions, or other representative actions in both court and arbitration settings. Similarly, a Public Injunctive Relief Waiver restricts parties from seeking public injunctions through arbitration. The provision emphasizes the governing role of the Federal Arbitration Act in interpreting and enforcing the arbitration terms. It notes that certain aspects, such as the Class Action Waiver and Public Injunctive Relief Waiver, are fundamental and non-severable from the arbitration process, specifying the procedure should any part of the arbitration provision be deemed unenforceable. Finally, it states that the arbitration provision will survive the termination of the account agreement or any relationship between the parties and provides a clear opt-out procedure for account holders who do not wish to be bound by arbitration, requiring a written notice within a specified period."
Facebook,Account suspension or termination,"Meta reserves the right to suspend or permanently disable access to its products or delete a user's account if the user breaches Meta's Terms or Policies, including the Community Standards, or for legal reasons. Actions such as repeatedly infringing other people’s intellectual property rights or engaging in prohibited activities may lead to account deletion or suspension. Meta will notify users and explain any review options unless doing so poses legal risks or compromises the service's integrity.","Meta may disable or delete accounts for terms violations or legal reasons, with efforts to notify and provide review options to the affected users"
Google,Age requirements,"Users under a certain age need parental or guardian permission to use a Google Account, with specific responsibilities placed on parents or guardians for their child's activity on Google services.",Specifies age-related requirements for Google Account usage and the responsibilities of parents or guardians
TikTok,Indemnity,"You agree to defend, indemnify, and hold harmless TikTok, its parents, subsidiaries, and affiliates, and each of their respective officers, directors, employees, agents and advisors from any and all claims, liabilities, costs, and expenses, including, but not limited to, attorneys’ fees and expenses, arising out of a breach by you or any user of your account of these Terms or arising out of a breach of your obligations, representation and warranties under these Terms.","You must cover legal and financial consequences for TikTok if you or anyone using your account breaches the terms, including your given promises or obligations. This indemnification covers legal costs and is aimed at protecting TikTok and its associated entities and staff."
TikTok,Your Access to and Use of Our Services,"Your access to and use of the Services is subject to these Terms and all applicable laws and regulations. You may not: access or use the Services if you are not fully able and legally competent to agree to these Terms or are authorized to use the Services by your parent or legal guardian; make unauthorised copies, modify, adapt, translate, reverse engineer, disassemble, decompile or create any derivative works of the Services or any content included therein, including any files, tables or documentation (or any portion thereof) or determine or attempt to determine any source code, algorithms, methods or techniques embodied by the Services or any derivative works thereof distribute, license, transfer, or sell, in whole or in part, any of the Services or any derivative works thereof market, rent or lease the Services for a fee or charge, or use the Services to advertise or perform any commercial solicitation; use the Services, without our express written consent, for any commercial or unauthorized purpose, including communicating or facilitating any commercial advertisement or solicitation or spamming; interfere with or attempt to interfere with the proper working of the Services, disrupt our website or any networks connected to the Services, or bypass any measures we may use to prevent or restrict access to the Services; incorporate the Services or any portion thereof into any other program or product. In such case, we reserve the right to refuse service, terminate accounts or limit access to the Services in our sole discretion; use automated scripts to collect information from or otherwise interact with the Services; impersonate any person or entity, or falsely state or otherwise misrepresent you or your affiliation with any person or entity, including giving the impression that any content you upload, post, transmit, distribute or otherwise make available emanates from the Services; intimidate or harass another, or promote sexually explicit material, violence or discrimination based on race, sex, religion, nationality, disability, sexual orientation or age; use or attempt to use another’s account, service or system without authorisation from TikTok, or create a false identity on the Services; use the Services in a manner that may create a conflict of interest or undermine the purposes of the Services, such as trading reviews with other users or writing or soliciting fake reviews; use the Services to upload, transmit, distribute, store or otherwise make available in any way: files that contain viruses, trojans, worms, logic bombs or other material that is malicious or technologically harmful; any unsolicited or unauthorised advertising, solicitations, promotional materials, “junk mail,” “spam,” “chain letters,” “pyramid schemes,” or any other prohibited form of solicitation; any private information of any third party, including addresses, phone numbers, email addresses, number and feature in the personal identity document (e.g., National Insurance numbers, passport numbers) or credit card numbers; any material which does or may infringe any copyright, trademark or other intellectual property or privacy rights of any other person; any material which is defamatory of any person, obscene, offensive, pornographic, hateful or inflammatory; any material that would constitute, encourage or provide instructions for a criminal offence, dangerous activities or self-harm; any material that is deliberately designed to provoke or antagonise people, especially trolling and bullying, or is intended to harass, harm, hurt, scare, distress, embarrass or upset people; any material that contains a threat of any kind, including threats of physical violence; any material that is racist or discriminatory, including discrimination on the basis of someone’s race, religion, age, gender, disability or sexuality; any answers, responses, comments, opinions, analysis or recommendations that you are not properly licensed or otherwise qualified to provide; or material that, in the sole judgment of TikTok, is objectionable or which restricts or inhibits any other person from using the Services, or which may expose TikTok, the Services or its users to any harm or liability of any type. In addition to the above, your access to and use of the Services must, at all times, be compliant with our Community Guidelines. We reserve the right, at any time and without prior notice, to remove or disable access to content at our discretion for any reason or no reason. Some of the reasons we may remove or disable access to content may include finding the content objectionable, in violation of these Terms or our Community Policy, or otherwise harmful to the Services or our users. Our automated systems analyze your content (including emails) to provide you personally relevant product features, such as customized search results, tailored advertising, and spam and malware detection. This analysis occurs as the content is sent, received, and when it is stored","TikTok enforces strict guidelines prohibiting unauthorized use, commercial exploitation without permission, disruption of service, and the posting of harmful or discriminatory content. Violations may lead to content removal or account restrictions. Automated content analysis supports personalized user experiences and security measures."
Microsoft,Bing and MSN,"Bing and Microsoft Start (including MSN). i. Bing and Microsoft Start Materials. The articles, text, photos, maps, videos, video players, and third-party material available on Bing and Microsoft Start, including through Microsoft bots, applications and programs, are for your noncommercial, personal use only. Other uses, including downloading, copying, or redistributing these materials, or using these materials or products to build your own products, are permitted only to the extent specifically authorized by Microsoft or rights holders, or allowed by applicable copyright law. Microsoft or other rights holders reserve all rights to the material not expressly granted by Microsoft under the license terms, whether by implication, estoppel, or otherwise. ii. Bing Maps. You may not use Bird’s eye imagery of the United States, Canada, Mexico, New Zealand, Australia or Japan for governmental use without our separate written approval. iii. Bing Places. When you provide your Data or Your Content to Bing Places, you grant Microsoft a worldwide, royalty-free license to use, reproduce, save, modify, aggregate, promote, transmit, display, and distribute your Data and Your Content (including intellectual property rights in your Data and Your Content), and sub-license any or all of the foregoing rights to third parties.","Bing and Microsoft Start, including content like articles, photos, and videos, are meant for personal, noncommercial use, with restrictions on downloading, copying, or redistribution, unless specifically authorized by Microsoft or permissible under copyright law. For Bing Maps, special permission is required for governmental use of Bird’s eye imagery in select countries. When contributing to Bing Places, users grant Microsoft and its sublicensees a broad, royalty-free license to utilize the provided data and content across various platforms and purposes."
Microsoft,Microsoft Family Features,"Microsoft Family Features. Parents and kids can use Microsoft family features, including Microsoft Family Safety, to build trust based on a shared understanding of what behaviors, websites, apps, games, physical locations, and spending is right in their family. Parents can create a family by going to https://account.microsoft.com/family (or by following the instructions on their Windows device or Xbox console) and inviting kids or other parents to join. There are many features available to family members, so please carefully review the information provided when you agree to create or join a family and when you purchase Digital Goods for family access. By creating or joining a family, you agree to use the family in accordance with its purpose and won’t use it in an unauthorized way to unlawfully gain access to another person’s information.","Microsoft Family Features allow parents and kids to manage and share digital experiences in a safe environment, emphasizing trust and understanding within the family regarding online behaviors, content access, and spending. Families can be created through the Microsoft account website or directly on Windows devices or Xbox consoles, by inviting members to join. These features offer a variety of controls and options, so it's important for users to review the provided information thoroughly when setting up or joining a family group, as well as when purchasing digital goods with family access in mind. By participating in this setup, members agree to use these features responsibly and within the intended framework, ensuring no unauthorized access to personal information."
Microsoft,Cortana,"Personal Noncommercial Use. Cortana is Microsoft’s personal assistant Service. The features, services and content provided by Cortana (collectively ""Cortana Services"") are only for your personal and noncommercial use. ii. Functionality and Content. Cortana provides a range of features, some of which are personalized. Cortana Services may allow you to access services, information or functionality provided by other Microsoft Services or Third-Party Apps and Services. The service-specific Terms of section 14 also apply to your use of applicable Microsoft Services accessed through Cortana Services. Cortana provides information for your planning purposes only and you should exercise your own independent judgment when reviewing and relying on this information. Microsoft does not guarantee the reliability, availability or timeliness of personalized experiences provided by Cortana. Microsoft is not responsible if a Cortana feature delays or prevents you from receiving, reviewing or sending a communication or notification, or obtaining a service. iii. Third-Party Apps and Services. As part of delivering the Cortana Services, Cortana may suggest and help you interact with Third-Party Apps and Services (third-party skills or connected services). If you choose, Cortana may exchange information with Third-Party Apps and Services, such as your zip code and queries and responses returned by the Third-Party App and Services, to help you obtain requested services. Cortana may enable you to make purchases through Third-Party Apps and Services using the account preferences and settings you have established directly with those Third-Party Apps and Services. You can disconnect your Cortana Service from Third-Party Apps and Services at any time. Your use of Cortana Services to connect with Third-Party Apps and Services is subject to section 5 of these Terms. Publishers of Third-Party Apps and Services may change or discontinue the functionality or features of their Third-Party Apps and Services or integration with Cortana Services. Microsoft is not responsible or liable for manufacturer provided software or firmware. iv. Cortana-Enabled Devices. Cortana-enabled devices are products or devices that are enabled to access Cortana Services, or products or devices that are compatible with Cortana Services. Cortana-enabled devices include third-party devices or products that Microsoft does not own, manufacture, or develop. Microsoft is not responsible or liable for these third-party devices or products. v. Software Updates. We may automatically check your version of Cortana Services software and download software updates or configuration change or require any manufacturers of Cortana enabled devices to keep the Cortana Services software up to date.","Cortana is designed for personal and noncommercial use, providing personalized features and access to other Microsoft and third-party services. Users should independently evaluate the information provided by Cortana, as Microsoft does not ensure its reliability or timeliness. Cortana can interact with third-party apps, sharing information like zip codes to assist in obtaining services, with the option for users to disconnect at any time. However, Microsoft is not liable for any third-party software or changes in service functionality. Cortana-enabled devices may include third-party products, for which Microsoft does not assume responsibility. Software updates for Cortana services and devices are managed automatically to maintain functionality and security."
Google,What’s covered in these terms,"These Terms of Service include what you can expect from Google as you use their services, what Google expects from you, the rights to the content you find in Google services, and the legal rights you have in case of problems or disagreements","An overview of user expectations, user responsibilities, content rights, and legal recourses covered by Google's Terms of Service."
Facebook,The permissions you give us,"By using Meta Products, users grant Meta a non-exclusive, transferable, sub-licensable, royalty-free, worldwide license to use content covered by intellectual property rights that they share on or in connection with Meta Products. This license is for the purpose of providing and improving Meta's Products and services, and it ends when the content is deleted from their systems","Users grant Meta a worldwide license to use their intellectual property content shared on Meta Products, ending when the content is deleted."
